,Total,TP,TN,FP,FN,precision,recall,Sn,Sp,roc_auc,average_precision,accuracy,matthews_corrcoef,f1,loss,lr
10,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.3149174153804779,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
11,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.28097234666347504,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
12,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.25007016211748123,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
13,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.2237846702337265,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
14,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.20114506781101227,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
15,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.17472616583108902,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
16,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.15031137317419052,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
17,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.13847766816616058,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
18,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.1172422431409359,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
19,79,79,0,0,0,1.0,1.0,1.0,,,0.9999999999999997,1.0,0.0,1.0,0.10953394323587418,"[0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005, 0.0005]"
